ID,Sodium,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD
5262,67,75,,21,1.41,287,0,,
5263,75,77,,17,1.57,265,0,,
5264,80,91,,35,2.26,276,0,,
5265,67,62,,12,1.01,314,0,,
5266,68,69,,18,1.36,308,0,,
5267,80,75,,17,1.62,290,0,,
5268,82,88,,35,2.33,293,0,,
5269,71,79,,17,1.53,245,0,,
5270,77,94,,35,2.21,264,0,,
5271,63,67,,13,1.04,282,0,,
5272,67,75,,21,1.41,289,0,,
5273,77,76,,17,1.59,275,0,,
5274,80,90,,35,2.28,281,0,,
5275,60,72,,13,1.07,250,0,,
5276,66,81,,23,1.46,271,0,,
5282,697,150,,70,5.5,138,2,,
5285,850,55,,1,1.8,310,0,,
5286,554,18,,14,0.93,61,0,,
5293,397,42,,9,0.66,248,0,,
5294,437,62,,8,1.51,241,0,,
5295,678,53,,1,2.1,360,0,,
5300,838,64,,14,2.2,260,0,,
5301,40,130,,138,1.57,104,1.5,,
5302,51,104,,123,1.73,128,3,,
5303,40,143,,187,1.22,104,2,,
5304,48,95,,145,1.61,173,0,,
5315,84,136,,8,3.26,,2.8,,
5316,105,143,,9,4.49,,3.2,,
5317,110,114,,10,2.08,,1.5,,
5318,108,105,,10,2.33,,2.3,,
5600,909,64,1.2,7,1,253,0,,
6003,706,4,0.79,0,0.29,48,0,,
6006,831,9,,66,1.78,363,0.7,,
6007,400,9,,32,1.33,175,1.8,,
6014,661,4,2.42,32,0,234,1,,
6024,347,7,,11,0.61,153,2.3,,
6034,506,4,,27,0.5,134,0,,
6035,"1,558",1,,13,0.3,107,1.8,,
6037,532,3,,17,1.07,144,1.7,,
6038,524,4,1.61,32,0,452,0,,
6041,603,8,0.79,0,0.29,,0,,
6042,573,0,,10,0.4,76,0,,
6047,381,4,0.79,0,0.29,444,0,,
6048,740,11,,18,0.8,40,2.6,,
6051,630,6,,16,1.7,297,1.1,,
6054,381,4,0.79,0,0.29,659,1,,
6056,685,13,,14,0.42,47,0,,
6057,621,4,0.81,0,0,,0,,
6058,690,4,1.59,16,0,,0,,
6060,816,3,,17,0.68,185,1.6,,
6062,706,12,0.79,0,0.29,40,0,,
6064,391,4,,21,0.81,153,2.7,,
6082,381,16,1.59,,0.57,429,0,,
6084,706,4,2.38,16,0.29,127,0,,
6091,694,0,0.81,0,0,32,,,
6097,653,0,0.81,0,0,32,,,
6105,460,4,0.79,0,0.29,,0,,
6114,50,0,,4,0.6,81,1,,
6115,"11,588",4,,140,9.3,279,1,,
6117,672,4,3.13,47,1.41,375,2.8,,
6118,"4,843",3,,132,1.72,262,0.3,,
6120,"4,152",19,,146,1.33,404,0.6,,
6121,570,0,,7,0.66,106,0,,
6123,"4,186",2,,280,1,262,7,,
6126,"4,392",14,,146,3.29,428,0.2,,
6127,"5,730",4,,150,1,262,7,,
6137,"1,164",,,302,5.71,602,0,,
6142,"1,145",,,20,0.94,401,20.4,,
6143,590,0,4.7,20,0.9,292,3.9,,
6145,651,8,0.79,0,0.57,63,0,,
6146,706,8,1.59,0,0.57,119,0,,
6147,709,5,,4,0.7,126,0,,
6151,538,0,,12,1.43,259,0.5,,
6152,185,3,1.75,54,0.9,354,11.3,,
6158,685,4,,31,0.64,325,4.6,,
6178,430,0,,12,2.24,270,4,,
6180,501,2,,10,0.94,53,0.1,,
6195,331,4,5.65,0,0,605,0,,
6201,420,9,,70,0.35,145,1.6,,
6209,565,4,0.81,16,0,,0,,
6210,272,13,,75,0.28,125,0.6,,
6211,406,19,,115,0.32,136,0.5,,
6212,524,12,0.79,,0.29,71,0,,
6213,387,,9.68,0,0.29,290,4.8,,
6214,524,4,0.81,0,0,105,,,
6215,387,4,2.42,32,0,573,0,,
6216,362,11,,73,0.27,110,0.5,,
6218,387,4,0.81,16,,484,,,
6219,387,4,0.81,0,0,444,,,
6220,362,0,7.69,15,0.55,308,2.8,,
6221,354,0,7.69,0,0.55,354,1.8,,
6222,369,0,9.23,31,0.55,338,0.9,,
6223,369,4,7.69,15,0.83,277,1.8,,
6224,369,0,8.46,15,0.55,269,1.8,,
6225,408,0,10,31,0.83,315,0.9,,
6226,384,4,8,16,0.58,312,1,,
6228,369,4,7.69,15,0.83,277,1.8,,
6229,362,0,7.69,15,0.55,331,0.9,,
6231,384,4,10.4,48,0.86,376,1,,
6232,376,0,7.2,16,0.58,360,3.8,,
6233,376,0,7.2,32,0.58,320,4.8,,
6234,288,4,8,48,0.58,328,1.9,,
6235,354,0,6.92,15,0.55,308,1.8,,
6236,369,4,7.69,31,0.55,308,0.9,,
6237,288,0,7.2,16,0.58,328,1.9,,
6239,336,0,7.2,16,0.58,320,1,,
6240,408,0,9.23,15,0.28,354,0,,
6241,367,8,1.22,8,0.29,,0.5,,
6242,363,10,0.82,8,0,,0,,
6244,322,10,1.22,8,0,,0,,
6245,318,6,2.04,16,0.15,,0,,
6246,405,13,,72,0.28,125,1,,
6247,347,6,0.82,8,0,,0.5,,
6248,425,13,,68,0.43,96,1.8,,
6249,352,7,,68,0.79,148,1.1,,
6250,355,4,0.41,33,0.73,,0,,
6251,359,4,1.63,16,0.44,,0,,
6252,327,6,1.63,8,0.44,,0,,
6253,230,9,,67,0.22,130,0.5,,
6309,484,4,0.79,0,,341,0,,
6311,690,4,0.79,0,0.29,56,0,,
6312,669,4,1.61,0,,56,0,,
6314,195,5,0.57,8,0,,0,,
6315,181,7,0.37,15,0.09,,1,,
6316,195,1,2.13,16,0,,1,,
6317,508,0,,,,,,,
6318,322,8,1.69,0,0,,0,,
6319,458,17,1.69,0,0,,0,,
6320,525,8,,,,,,,
6321,525,8,1.69,0,0,,0,,
6322,475,8,1.69,,,,,,
6323,483,8,,,,,,,
6324,475,0,1.69,0,0,,0,,
6325,433,8,1.67,0,0,,0,,
6326,458,0,1.69,0,0,,0,,
6327,508,8,,,,,,,
6328,424,8,,,,,,,
6329,525,8,0,0,0,,0,,
6330,407,8,,,,,,,
6331,542,8,,,,,,,
6332,450,0,1.67,0,0,,0,,
6333,605,4,2.42,16,0.29,77,1,,
6334,516,4,0.81,16,0,460,0,,
6336,702,8,0.81,0,0.29,48,0,,
6337,645,8,0.81,0,,,0,,
6338,702,4,0.81,0,,48,0,,
6339,387,4,0.81,16,0,484,0,,
6340,645,4,3.23,0,0,48,0,,
6341,484,4,0.81,0,0.29,548,0,,
6342,694,16,0,0,0,24,0,,
6343,702,12,0.81,16,0.29,56,0,,
6344,629,8,0.81,16,0,,0,,
6346,381,12,0.79,16,0.57,,0,,
6347,444,4,0.79,0,0.29,,0,,
6349,381,4,2.38,,0.29,381,0,,
6350,381,8,0.79,0,0.57,667,0,,
6351,611,0,7.94,0,0.29,119,1.9,,
6353,637,8,1.61,65,0,81,0,,
6354,516,4,3.17,16,0,444,0,,
6355,524,0,0.81,0,,548,0,,
6357,381,4,0.79,,0.29,429,0,,
6358,442,9,,74,0.35,241,2.8,,
6360,381,8,0.79,,0.57,381,0,,
6361,680,0,4.69,16,1.13,305,0,,
6362,706,0,6.35,16,0.57,,0,,
6363,516,8,0.79,0,0.29,508,0,,
6364,698,0,1.59,16,0.57,198,1,,
6365,381,12,0.79,0,0.57,437,0,,
6366,516,4,2.38,16,0.86,833,0,,
6367,516,4,0.79,16,0.57,516,0,,
6369,722,16,0,0,1.43,20,0,,
6370,778,20,0.79,16,0.57,,0,,
6371,694,4,0.81,0,0.29,,0,,
6372,710,4,2.42,16,0,,0,,
6373,381,0,4.76,16,0.57,698,0,,
6374,516,4,5.56,16,0.57,579,,,
6375,706,4,1.59,16,0.57,206,1,,
6377,377,0,8.23,13,0.59,562,4.8,,
6379,698,4,11.9,32,0.29,,4.8,,
6380,664,4,3.13,16,1.13,352,0,,
6381,659,4,2.38,32,0.86,,1,,
6383,322,4,1.25,16,0.29,,0,,
6384,343,6,1.22,8,0.59,,0,,
6385,367,6,4.08,24,0.59,,0,,
6386,376,6,2.04,16,0.44,,0,,
6387,363,4,2.45,8,0.29,,0.5,,
6388,376,6,1.63,8,0.59,,0,,
6389,363,4,2.04,8,0.44,,0,,
6391,363,12,4.9,8,0.15,,0,,
6392,359,8,2.45,8,0,,0,,
6393,351,6,1.22,8,0.29,,0,,
6394,347,10,1.63,8,0.15,,0,,
6395,325,8,0.41,11,0.34,90,0,,
6396,347,6,2.86,8,0.44,,0,,
6398,355,10,2.86,16,0.73,,0.5,,
6399,347,8,1.63,8,0.15,,0,,
6400,359,6,0.82,8,0.15,,0,,
6401,402,2,,12,0.33,71,1.1,,
6403,363,4,6.12,8,0.44,,0.5,,
6405,167,4,1.22,8,0.29,,1,,
6406,437,5,,35,0.94,191,0.4,,
6408,167,0,3.27,24,0.44,,0,,
6410,254,6,,16,0.26,50,0.1,,
6411,388,12,,57,0.3,62,0,,
6414,318,4,2.04,24,0.73,,0,,
6415,322,4,2.04,8,0.44,,0.5,,
6416,347,4,,14,0.25,36,0.1,,
6418,290,6,1.22,8,0,,0,,
6420,380,2,3.67,16,0.44,,1,,
6421,355,6,1.63,8,0.29,,0,,
6424,331,6,2.86,16,0.29,,0.5,,
6427,327,8,3.27,8,0.44,,1,,
6429,339,2,1.63,16,0.44,,0,,
6431,353,4,0,12,0.55,115,,,
6432,264,0,,4,0.22,64,0.4,,
6433,327,8,0.41,8,0.15,,1,,
6434,346,6,1.15,17,0.54,163,0,,
6435,327,6,1.63,8,0.44,,0.5,,
6436,363,6,1.22,8,0.15,,0,,
6437,359,10,2.86,16,0.73,,0.5,,
6438,327,6,2.45,8,0.44,,0,,
6439,331,4,0.41,8,0,,0,,
6440,254,1,,14,0.38,130,0.5,,
6441,322,4,1.63,8,0.29,,0.5,,
6442,365,0,,5,0.21,38,0,,
6444,397,3,,4,0.34,65,0.4,,
6446,380,6,,14,0.26,49,0.5,,
6447,314,0,2.45,16,0.29,,0,,
6448,407,6,,9,0.41,20,1.3,,
6451,398,3,,9,0.9,158,0.6,,
6453,238,2,,8,0.2,56,0,,
6454,355,6,3.67,16,0.73,,0.5,,
6457,339,6,2.04,8,0.44,,0.5,,
6458,363,6,1.22,8,0.15,,0,,
6459,318,4,2.04,8,0.59,,1,,
6460,424,2,,9,0.35,96,0.8,,
6462,376,6,0.41,0,0.44,,0,,
6464,359,6,3.67,24,0.73,,1,,
6465,334,2,,5,0.39,31,0.1,,
6466,376,1,,7,0.32,73,0,,
6470,47,2,0.34,0,0,77,,,
6481,326,0,,5,0.05,10,0,,
6482,46,10,1.31,7,0.35,161,0,,
6487,20,5,2.01,13,,57,,,
6497,355,6,0,0,0.29,,0,,
6502,327,2,0.41,8,0.29,,0,,
6503,306,2,6.53,16,0.15,,2.4,,
6504,322,0,7.35,8,0.15,,2.4,,
6505,359,4,0.82,0,0.15,,0,,
6507,335,2,4.08,16,0.29,,1.5,,
6508,322,4,0.82,8,0.15,,0,,
6509,331,2,3.27,16,0.15,,0,,
6513,196,4,0.41,8,0.44,,0,,
6514,196,10,0.82,8,0,,0,,
6516,355,6,2.04,16,0.44,,0,,
6517,196,6,1.22,16,0,,0,,
6519,196,8,1.22,24,0.15,,0,,
6521,196,2,2.04,16,0.44,,0,,
6525,196,6,1.22,8,0,,0,,
6529,196,4,0.41,8,0.29,,0,,
6531,196,4,1.63,8,0.29,,0,,
6532,335,6,0.82,0,0,,0,,
6533,196,8,1.63,8,0,,0,,
6535,196,8,0.41,16,0.29,,0,,
6537,167,6,0.82,16,0.15,,0,,
6540,196,6,1.22,16,0.44,,0,,
6541,196,6,1.22,16,0.59,,0,,
6542,196,8,1.22,16,0.29,,0,,
6543,196,4,1.22,16,0.15,,0,,
6544,196,0,2.04,16,0.44,,0,,
6545,194,4,0,14,0.56,337,0,,
6546,196,2,1.22,16,0.15,,1,,
6547,386,3,,2,0.36,63,1.9,,
6548,196,6,0.82,8,0,,0,,
6549,327,4,,12,0.36,63,0,,
6550,196,4,0.82,8,0,,0,,
6553,196,2,1.63,24,0.73,,0.5,,
6554,181,4,0.95,15,0.56,388,0.5,,
6556,196,2,2.04,16,0.59,,0,,
6558,424,2,,16,0.33,169,2.4,,
6578,196,2,4.08,16,0.29,,0,,
6580,196,0,2.45,16,0.29,,0,,
6585,292,2,2.95,7,0,,9.8,,
6586,292,2,0.33,0,0.12,,0,,
6587,321,3,0.66,0,0,,0.8,,
6589,292,2,0.98,7,0.24,,0,,
6590,292,2,0.33,0,0.24,,0,,
6592,308,2,7.54,20,0,,7.9,,
6593,282,3,0.98,7,0.12,,0.4,,
6594,292,2,0,7,0.35,,0,,
6595,305,2,1.64,7,0.12,,0,,
6596,285,2,1.64,7,0.12,,0,,
6597,719,0,6.25,0,0,,0,,
6598,844,0,6.25,0,0,,0,,
6599,867,0,6.67,,0.6,,2,,
6600,625,0,6.25,,,,,,
6601,656,0,6.25,0,0,,5.6,,
6602,688,0,6.25,,,,,,
6603,781,0,6.25,,,,,,
6604,813,0,6.25,0,0,,0,,
6605,719,0,6.25,,,,,,
6609,234,0,0.85,0,0,,0,,
6615,400,0,0.85,0,0,,0,,
6617,167,4,0.41,16,0.44,,0,,
6720,"3,202",23,10.26,204,0.5,428,0.9,,
6725,299,11,,,,,,,
6726,339,6,,,0.48,,2,,
6728,364,9,,,0.7,,,,
6729,361,11,,,0.87,,,,
6730,343,6,,,0.92,,4.2,,
6731,736,3,,,1.37,,,,
6733,707,6,,,,,,,
6734,732,4,,,,,,,
6736,788,7,,,,,,,
6738,729,3,,,1.59,,,,
6739,555,5,,,,,,,
6740,192,4,,,,,,,
6742,376,3,,,,,,,
6749,301,10,1.37,18,0.48,187,,,
6930,828,29,0.42,184,0.21,30,0.4,,
6932,369,0,7.69,15,0.55,292,1.8,,
6984,409,0,0.15,4,0.14,30,0,,
6985,587,2,0.52,6,0.13,22,0,,
6986,325,8,0.79,,0,357,0,,
6987,331,4,1.61,81,0,484,0,,
6988,331,4,1.61,81,0,629,0,,
6989,325,8,0.79,0,0.29,349,0,,
6990,325,0,3.17,32,0.86,659,0,,
6991,331,0,8.06,0,0,565,4.8,,
6992,325,0,3.97,16,0.57,683,,,
6994,362,0,7.69,15,0.55,308,1.8,,
6995,376,0,8,16,0.58,320,2.9,,
6996,390,0,,,,,,,
6997,458,8,1.69,0,0,,0,,
6998,559,0,3.39,,,,,,
6999,441,8,1.69,0,0,,0,,
7018,722,56,0.47,16,0.87,106,0,,
7020,953,47,,11,2.04,101,0,,
7036,731,76,,18,1.18,253,2,,
7040,"1,225",174,,8,10.83,226,3,,
7041,860,158,,26,6.4,170,0,,
7054,697,150,,70,5.5,138,0,,
7055,697,255,,70,5.5,138,2,,
7059,876,70,,12,1.44,237,1,,
7071,"2,260",79,,13,1.3,378,0,,
7077,"1,173",65,,41,1.47,286,0,,
7090,"1,182",64,,13,1.43,245,0,,
7091,"1,220",49,,7,0.94,321,0,,
7200,"1,033",103,1.4,69,1.78,154,0,,
7202,"1,151",44,2.3,13,1.22,156,0,,
7203,977,25,2.2,15,0.92,156,0,,
7205,"1,117",56,2.6,50,1.39,163,0,,
7209,"1,438",53,4.3,10,1.13,329,0,,
7210,"1,242",44,0.9,12,1.33,316,0,,
7212,"1,249",59,2.2,9,1.3,260,0,,
7213,"1,242",48,1,10,1.3,268,0,,
7214,"1,348",47,0.3,10,1.48,283,0,,
7215,"1,248",45,3.1,10,1.35,281,0,,
7216,"1,214",48,0.1,10,1.3,268,0,,
7217,"1,084",38,1.1,11,0.91,234,0,,
7221,"1,226",67,4.6,109,1.35,270,0,,
7222,"1,184",61,4.6,113,1.32,294,0,,
7223,"1,318",71,3.2,111,1.74,186,0,,
7224,"1,275",80,6.9,110,2.17,174,0,,
7225,836,77,0.9,16,1.72,238,0,,
7226,"1,309",83,1.1,7,2.71,207,0,,
7227,"1,095",80,1.5,75,2.89,217,0,,
7228,"1,231",69,1.1,9,1.18,212,0,,
7229,"1,826",102,0.2,20,1.86,334,0,,
7231,821,45,7.9,27,0.8,118,0,,
7232,"1,007",63,1.6,10,1.17,180,0,,
7233,967,62,1.4,11,1.75,173,0,,
7234,"1,046",70,1.5,45,1.07,181,0,,
7235,"1,022",64,1.4,11,1.18,173,0,,
7236,"1,036",67,0.3,67,1.24,152,0,,
7239,"1,095",31,1.1,10,0.77,218,0,,
7240,988,72,1.8,60,1.16,162,0,,
7242,"1,025",59,1.8,13,1.56,158,0,,
7243,927,30,3.8,20,1.95,467,0,,
7244,"1,079",49,2.1,21,1.56,401,0,,
7245,"1,143",74,1.8,164,1.48,131,0,,
7246,974,29,2.1,15,0.92,471,0,,
7247,"1,036",62,1.5,38,1.28,397,0,,
7248,"1,039",55,1.6,13,1.02,159,0,,
7249,"1,142",52,0.7,8,1.28,291,0,,
7250,"1,188",49,1.5,7,1.15,265,0,,
7251,"1,196",59,1,17,1.58,302,0,,
7252,"1,070",94,1.7,243,2.11,158,0,,
7253,"1,136",92,1.5,131,2.18,160,0,,
7254,"1,213",90,1.8,40,1.45,208,0,,
7255,"1,077",67,1.2,124,1.64,152,0,,
7256,966,41,0.8,6,0.99,222,0,,
7257,919,42,1.1,9,0.75,262,0,,
7258,"1,180",40,3.9,15,1.11,262,0,,
7259,"1,192",32,1.7,11,1.11,205,0,,
7260,"1,177",40,0.4,17,1.11,268,0,,
7261,"1,201",43,0.3,15,1.47,312,0,,
7262,"1,288",41,0.6,16,1.12,288,0,,
7264,"1,127",67,0.9,5,1.27,290,0,,
7265,679,40,0,9,0.87,176,0,,
7266,"1,004",76,0.4,40,1.25,216,0,,
7267,"1,018",77,0.4,31,1.64,220,0,,
7268,946,66,2.8,26,1.38,201,0,,
7270,"1,342",65,,17,2.4,352,,,
7271,954,53,,124,1.56,256,,,
7272,"1,431",67,,14,2.26,336,,,
7273,"1,096",57,,60,1.84,329,,,
7274,"1,056",65,,17,2.45,365,,,
7275,"1,381",55,,16,2.03,340,,,
7276,"1,369",70,,14,0.9,229,0.9,,
7277,"1,032",75,1.26,39,1.4,461,38.5,,
7278,"1,858",123,0,26,2.7,449,0,,
7279,994,67,1.67,14,1.8,172,19.9,,
7901,540,98,,9,1.15,239,0,,
7907,507,73,,9,0.99,231,0,,
7910,60,79,0,11,0.74,231,0,,
7911,700,118,1.65,22,8.85,170,3.5,,
7912,724,70,0.71,23,2.06,259,0.2,,
7914,570,30,0,25,1.19,194,0.2,,
7915,"1,540",66,0,12,0.88,237,0,,
7920,827,61,0,74,0.72,206,0,,
7921,"1,420",102,0.8,14,1.86,385,0,,
7922,848,78,0,7,1,283,0,,
7923,72,71,0,11,0.87,211,2,,
7924,982,56,1.57,14,0.94,246,0,,
7925,"1,010",47,0,9,2.78,228,34.6,,
7926,"1,890",80,1.2,10,1.52,340,0,,
7927,928,53,3.2,21,9.6,197,30.4,,
7928,"1,034",120,1.9,100,4.8,246,0,,
7930,936,64,0,19,1,,0,,
7931,732,62,0,27,1.73,244,0.6,,
7932,"1,040",36,0.2,4,0.3,316,0,,
7933,"1,087",36,0.1,6,0.32,67,0,,
7934,"1,200",70,0,,1.24,,14.8,,
7936,716,79,0,48,1.15,138,0,,
7938,900,22,0,6,0.39,165,0.6,,
7939,816,66,0,267,3.7,264,2,,
7940,3,44,0,122,1.2,313,16.7,,
7941,936,89,0,8,1.51,378,0,,
7942,807,105,,70,3.94,138,2,,
7943,"1,160",48,0,,,,,,
7944,"1,200",55,4,16,2.2,349,10,,
8079,416,0,,28,15.9,88,53,,
8096,"1,219",0,0.27,38,28.93,252,0,,
8108,850,0,,71,28.6,135,0,,
8109,170,0,,14,5.7,27,0,,
8110,680,0,,113,22.9,155,0,,
8111,161,0,,27,5.4,37,0,,
8116,10,1,1.1,508,55.7,170,1,,
8134,11,0,,35,4.2,392,0,,
8135,2,0,,5,0.65,61,0,,
8136,6,0,,65,4.64,660,0,,
8137,1,0,,12,0.88,125,0,,
8143,2,0,,80,0.56,77,0,,
8155,4,0,,11,0.58,107,0,,
8156,3,0,,6,31.7,113,0,,
8157,4,0,,28,31.7,348,0,,
8158,1,0,0.64,2,1,137,0,,
8160,1,0,0.64,2,1,137,0,,
8177,10,1,24.4,369,39.7,315,1,,
8181,82,0,,12,0.88,125,0,,
8184,225,0,,11,0.58,107,0,,
8185,188,0,,5,0.65,61,0,,
8230,2,0,0.3,12,30,98,0,,
8236,3,0,,11,0.97,69,0,,
8237,3,0,,4,4.73,14,0,,
8240,46,0,,11,0.97,69,0,,
8241,55,0,,4,4.72,14,0,,
8249,3,0,,8,0.56,75,0,,
8252,70,0,,8,0.56,75,0,,
8314,2,0,1,4,3.52,146,0,,
8315,2,0,1.08,4,4.11,167,0,,
8316,2,0,1,4,3.52,146,0,,
8463,625,0,29.3,16,1.46,122,22.5,,
8488,10,1,0.7,377,39.6,140,1,,
8489,10,1,35.6,314,31.9,130,1,,
8500,18,1,17.9,27,38.7,340,1,,
8511,3,0,0.13,61,6.43,20,0.1,,
8512,3,0,2.81,45,4.58,36,0.1,,
8537,303,0,8.6,30,3,319,0,,
8539,3,0,16.5,0,2.8,316,0,,
8561,249,1,15,70,3.1,636,0,,
8562,247,0,18,73,3.8,532,0,,
8563,252,0,20,107,2.5,315,0,,
8565,268,0,16.8,81,2.5,283,0,,
8566,215,0,21.2,75,2.4,260,0,,
8567,448,0,5,41,24,,0,,
8591,12,0,16.9,37,2.8,313,0,,
8616,10,0,24,20,31.2,334,0,,
8617,5,0,23,27,31.2,342,0,,
8631,372,0,22.6,0,29.5,483,0,,
8636,572,0,37.7,370,16.7,174,22.2,,
9001,7,0,,12,0.2,146,1677.6,,
9061,3,0,,11,1.31,260,38,,
9077,1,0,,18,0.36,194,8,,
9082,32,0,,11,0.2,38,18,,
9086,4,0,,30,0.71,382,19.2,,
9088,6,0,,38,1.6,280,36,,
9109,2,0,,16,0.33,77,10,,
9129,1,,,37,0.26,203,,,
9138,,0,,9,1,,11,,
9140,37,0,,21,0.22,292,37,,
9145,14,0,,19,0.19,79,14.3,,
9146,3,0,,21,0.48,250,69,,
9147,9,0,,79,1.8,531,13,,
9172,0,0,,1,0.13,266,84,,
9173,48,0,,45,5.4,658,28,,
9174,1,0,,16,0.28,266,1,,
9175,15,0,,11,0.7,47,14,,
9192,1,0,,7,0.09,38,6,,
9205,2,0,,70,0.8,196,71,,
9228,9,,52.2,21,0.29,67,3.5,,
9265,1,0,,27,2.5,310,66,,
9276,3,0,,9,0.2,103,26.3,,
9287,5,0,,56,0.3,220,14,,
9295,1,0,,4,0.11,216,61,,
9296,4,0,,11,0.7,197,15,,
9301,11,0,,22,0.35,42,4.9,,
9311,6,0,,215,1.48,208,12,,
9312,0,0,,29,0.07,123,22.3,,
9313,12,0,,21,0.8,193,14.7,,
9321,9,0,,24,0.6,247,36.3,,
9353,1,,19.28,19,2.2,46,0.3,,
9420,11,0,,44,0.29,96,0.5,,
9422,2,0,,6,0.43,436,19.7,,
9423,23,0,39,31,2.8,852,4.3,,
9427,20,,8.55,8,1.61,304,54.1,,
9428,4,,14.1,15,2.2,131,25.8,,
9446,2,,3.63,4,0.67,482,3.4,,
9448,8,,15.66,42,0.37,194,10.8,,
9451,2,,,13,1.13,123,5.3,,
10072,76,67,,14,1.22,341,0.8,,
10076,70,94,,19,1.18,325,0.2,,
10096,120,2195,,10,1.6,258,13.5,,
10097,91,2552,,9,1.82,195,14,,
10100,191,82,,21,2.4,55,0,,
10101,167,90,,18,1.5,40,0,,
10104,35,221,,7,5.83,206,2,,
10106,121,319,,9,4.89,229,13.3,,
10107,80,480,,13,5.29,143,10.6,,
10109,5,110,,1,0.09,31,0,,
10110,87,301,,9,23.3,273,25.3,,
10111,49,355,,10,17.92,150,23.6,,
10112,153,320,,7,18.9,303,12.3,,
10113,81,387,,8,16.41,151,7.9,,
10114,50,77,,315,4.25,298,0.7,,
10115,44,193,,11,2.13,197,15.3,,
10116,42,315,,16,2.69,168,5.7,,
10117,98,363,,10,22.32,396,28.5,,
10118,107,504,,13,22.23,227,11.6,,
10122,109,146,,19,4.99,237,1.7,,
10128,987,69,,8,0.94,204,27.2,,
10138,"1,135",30,,6,0.92,348,0,,
10140,941,62,,8,1.37,357,14,,
10142,"1,386",54,,7,0.75,337,0,,
10146,"1,088",70,,8,1.05,239,0,,
10149,"1,269",45,,4,1,325,32.3,,
10167,624,86,,8,0.61,164,0,,
10170,"1,250",53,,7,0.82,295,0.3,,
10171,973,67,,7,0.89,194,3.2,,
10174,63,97,,18,0.99,349,0,,
10175,25,129,,14,0.79,157,0,,
10187,55,67,,19,0.86,335,0.5,,
10195,40,73,,5,0.92,387,0.3,,
10196,62,82,,28,0.77,401,0.3,,
10201,65,81,,31,0.82,420,0.3,,
10219,56,72,,14,0.88,287,0.7,,
10221,64,94,,5,1.39,444,1,,
10223,65,94,,5,1.43,451,1,,
10228,54,60,,17,0.88,384,0.6,,
10229,57,85,,22,1.07,377,0.4,,
10802,"1,155",73,0,6,0.85,281,23.3,,
10803,76,105,,8,1.51,311,2.3,,
10804,"1,210",71,,7,1.07,272,22.7,,
10805,58,58,,14,0.91,297,0.6,,
10851,"1,038",51,0,4,0.8,319,1.6,,
10852,413,46,3.33,7,1,536,2.7,,
10853,594,47,0.14,14,1.1,586,1.4,,
10854,590,42,0.22,6,0.6,542,1.7,,
10855,378,52,0.28,14,0.6,307,1.7,,
10856,358,49,0.08,4,0.6,310,1.3,,
10857,"1,016",49,1.43,6,0.9,279,1.4,,
11063,3,,3.22,55,0.83,323,7.3,,
11989,384,0,,10,1.43,78,0,,
12058,0,0,,41,0.79,539,0,,
12059,0,0,,54,1.04,709,0,,
12060,0,0,,43,1.21,712,0,,
12077,38,0,,1,2.46,"1,017",15.5,,
12145,3,0,,145,3.53,507,0.6,,
12193,92,0,,1633,0.11,"2,130",30.7,,
13001,59,74,,8,1.83,267,0,,
13002,59,74,,8,1.85,271,0,,
13095,56,68,,10,1.87,305,0,,
13097,63,59,,10,2.18,373,0,,
13147,49,76,,9,1.55,232,0,,
13149,65,59,,8,2.16,357,0,,
13158,64,78,,5,2.71,423,0,,
13227,63,39,,20,2.32,387,0,,
13228,64,78,,32,3.86,447,0,,
13284,52,60,0,10,1.94,297,0,,
13319,158,1995,,9,2.22,354,3.3,,
13328,198,242,,10,7.95,340,38.5,,
13329,101,277,,11,5.4,173,32.7,,
13330,57,209,,485,5.67,277,0,,
13331,67,205,,9,2.22,276,13.7,,
13332,60,262,,16,2.61,246,20.3,,
13333,85,263,,9,44.55,429,45.5,,
13334,57,347,,12,39.36,284,50.3,,
13337,96,223,,7,2.1,360,34,,
13338,116,294,,10,1.49,433,30.2,,
13339,69,87,,6,2.95,315,3.1,,
13344,955,82,,4,1.23,153,24,,
13346,"1,217",54,,7,1.69,297,27,,
13353,"1,322",34,,10,3.45,402,0,,
13357,"1,131",67,,7,1.76,176,0,,
13358,"1,258",46,,8,2.85,377,0,,
13362,62,87,0,9,2.72,322,0,,
13363,63,86,0,9,2.75,325,0,,
13365,66,86,0,8,2.99,355,0,,
13366,66,86,0,8,2.99,354,0,,
13371,68,92,0,8,2.34,233,0,,
13372,77,91,0,6,2.79,273,0,,
13386,64,85,,10,2.33,290,0,,
13387,65,84,,9,2.4,300,0,,
13389,73,81,,8,2.82,357,0,,
13390,73,81,,8,2.82,357,0,,
13392,64,83,,13,2.28,342,0,,
13393,64,83,,13,2.3,344,0,,
13395,69,80,,13,2.57,394,0,,
13396,69,80,,13,2.57,394,0,,
13430,45,90,0,4,3.27,330,0,,
13432,45,90,0,4,3.27,330,0,,
13436,45,90,0,4,3.32,334,0,,
13438,45,90,0,4,3.32,334,0,,
13795,58,66,0,7,1.91,306,0,,
13797,57,66,0,7,1.89,304,0,,
13798,62,87,0,9,2.66,317,0,,
13799,58,65,0,7,1.92,309,0,,
13800,63,86,0,9,2.7,321,0,,
